,Platform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Aug-19,"1,691",70,45.82%,10.18%,9.82%,10.91%,9.82%,8.73%,9.45%,8.73%,6.91%,6.55%,6.18%,34.55%,6.91%,5.45%,5.45%,4.00%,3.27%,2.91%,3.64%,3.27%,2.91%,1.82%,26.18%,19.64%,16.73%,17.82%,15.27%,15.27%,12.00%,111,1,43.75%,12.50%,6.25%,6.25%,6.25%,6.25%,0.00%,0.00%,0.00%,0.00%,6.25%,18.75%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.25%,31.25%,18.75%,12.50%,18.75%,6.25%,6.25%,0.00%
13-Aug-19,"1,653",129,44.39%,12.56%,12.56%,11.21%,10.31%,8.52%,10.76%,9.42%,8.97%,7.62%,7.17%,32.74%,5.38%,5.83%,6.28%,4.93%,4.04%,5.83%,6.28%,3.14%,3.59%,3.59%,24.66%,17.49%,18.83%,15.70%,16.14%,12.56%,13.00%,99,3,30.77%,23.08%,23.08%,23.08%,15.38%,15.38%,23.08%,15.38%,15.38%,0.00%,15.38%,38.46%,7.69%,7.69%,23.08%,7.69%,7.69%,0.00%,7.69%,7.69%,15.38%,7.69%,23.08%,7.69%,15.38%,15.38%,15.38%,7.69%,15.38%
14-Aug-19,"1,610",92,46.23%,12.74%,10.38%,11.32%,11.32%,10.85%,10.38%,9.43%,10.38%,9.43%,9.91%,34.43%,9.91%,8.02%,5.66%,5.19%,6.60%,6.60%,4.72%,4.72%,6.13%,3.77%,28.30%,24.06%,20.28%,15.09%,15.57%,16.51%,12.74%,102,0,42.86%,28.57%,21.43%,21.43%,14.29%,14.29%,0.00%,14.29%,7.14%,14.29%,7.14%,35.71%,14.29%,7.14%,7.14%,7.14%,7.14%,14.29%,7.14%,14.29%,7.14%,7.14%,28.57%,28.57%,28.57%,21.43%,21.43%,21.43%,14.29%
15-Aug-19,"1,574",85,45.05%,10.44%,8.79%,8.24%,10.99%,10.44%,7.14%,7.14%,5.49%,6.59%,6.59%,32.42%,6.59%,6.04%,7.69%,4.95%,4.40%,6.04%,4.95%,4.40%,4.95%,3.30%,24.18%,19.23%,15.38%,17.58%,13.19%,12.09%,9.89%,104,6,29.41%,11.76%,11.76%,5.88%,5.88%,5.88%,5.88%,5.88%,0.00%,0.00%,5.88%,17.65%,0.00%,0.00%,0.00%,5.88%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,23.53%,17.65%,11.76%,5.88%,11.76%,0.00%,5.88%
16-Aug-19,"1,623",114,40.29%,10.68%,11.65%,10.68%,12.14%,9.22%,9.22%,8.25%,7.28%,7.28%,4.85%,29.13%,5.34%,6.80%,5.83%,7.28%,8.74%,6.31%,5.34%,6.31%,5.34%,4.37%,22.33%,20.87%,19.90%,17.48%,16.02%,12.62%,10.19%,120,0,29.41%,2.94%,2.94%,2.94%,2.94%,5.88%,0.00%,0.00%,2.94%,2.94%,0.00%,11.76%,0.00%,2.94%,5.88%,0.00%,2.94%,0.00%,0.00%,5.88%,0.00%,8.82%,11.76%,0.00%,2.94%,2.94%,5.88%,0.00%,2.94%
17-Aug-19,"1,578",62,40.00%,9.50%,10.50%,8.00%,8.50%,8.50%,6.50%,5.50%,6.50%,6.50%,5.00%,25.50%,5.00%,5.00%,5.50%,6.50%,5.50%,5.00%,5.50%,6.00%,4.50%,4.00%,21.50%,15.50%,15.50%,16.50%,13.50%,12.50%,11.50%,122,9,17.39%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.35%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
18-Aug-19,"1,591",135,43.35%,10.84%,9.36%,11.33%,9.85%,9.36%,7.39%,7.39%,7.88%,4.43%,6.40%,28.57%,5.42%,5.42%,2.96%,3.45%,5.42%,3.94%,2.96%,3.94%,3.45%,2.96%,23.65%,19.21%,17.73%,13.79%,11.33%,13.30%,12.81%,115,1,21.43%,3.57%,3.57%,10.71%,7.14%,0.00%,3.57%,3.57%,3.57%,0.00%,3.57%,10.71%,0.00%,3.57%,0.00%,3.57%,3.57%,3.57%,0.00%,3.57%,3.57%,3.57%,10.71%,0.00%,3.57%,3.57%,7.14%,0.00%,3.57%
19-Aug-19,"1,547",100,44.21%,10.00%,7.37%,8.95%,7.37%,7.37%,7.89%,5.79%,6.32%,7.37%,7.89%,28.42%,4.74%,4.21%,3.68%,2.63%,2.63%,3.68%,3.16%,1.58%,2.11%,2.63%,22.11%,18.42%,16.32%,13.68%,10.53%,8.42%,9.47%,121,8,14.29%,2.86%,0.00%,0.00%,2.86%,0.00%,2.86%,5.71%,0.00%,2.86%,0.00%,5.71%,2.86%,2.86%,0.00%,0.00%,2.86%,0.00%,0.00%,0.00%,0.00%,0.00%,5.71%,2.86%,0.00%,0.00%,0.00%,0.00%,2.86%
20-Aug-19,"1,536",92,44.89%,13.07%,9.66%,10.23%,12.50%,9.09%,10.80%,8.52%,9.09%,8.52%,8.52%,34.09%,7.95%,7.39%,5.68%,6.82%,7.39%,5.11%,4.55%,5.11%,5.11%,4.55%,25.57%,20.45%,13.64%,16.48%,17.05%,15.34%,13.64%,105,2,33.33%,0.00%,0.00%,0.00%,0.00%,4.76%,0.00%,0.00%,0.00%,0.00%,0.00%,14.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4.76%,0.00%,4.76%,4.76%,4.76%,0.00%,0.00%
21-Aug-19,"1,462",124,38.85%,12.74%,11.46%,8.92%,8.92%,6.37%,10.19%,9.55%,8.92%,8.28%,7.01%,31.85%,7.01%,4.46%,2.55%,5.10%,5.10%,5.10%,5.10%,5.10%,5.10%,4.46%,22.93%,21.66%,21.02%,14.65%,13.38%,12.74%,13.38%,101,4,18.75%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.25%,0.00%,6.25%,0.00%,6.25%,0.00%,0.00%
22-Aug-19,"2,689",104,47.73%,9.87%,7.97%,7.68%,7.60%,5.19%,6.07%,6.43%,5.63%,5.34%,4.31%,32.02%,5.12%,4.61%,4.61%,4.31%,4.17%,4.02%,3.80%,3.73%,3.36%,3.44%,25.58%,21.05%,18.64%,15.64%,13.23%,11.55%,9.58%,361,4,12.00%,1.45%,1.09%,1.09%,1.09%,0.73%,0.36%,0.00%,0.73%,0.36%,1.09%,4.00%,1.82%,0.36%,1.09%,0.36%,0.73%,1.09%,0.73%,0.36%,0.36%,0.36%,2.18%,1.82%,2.55%,3.27%,2.18%,1.45%,2.91%
23-Aug-19,"2,244",172,43.47%,7.73%,7.20%,8.53%,6.93%,7.73%,7.73%,7.73%,5.60%,5.60%,4.53%,32.80%,5.07%,4.80%,4.00%,4.27%,4.27%,4.53%,5.07%,5.07%,4.53%,2.93%,22.93%,20.00%,17.60%,14.13%,10.67%,9.33%,8.80%,137,29,20.69%,3.45%,3.45%,6.90%,0.00%,0.00%,3.45%,6.90%,3.45%,6.90%,6.90%,6.90%,3.45%,3.45%,6.90%,3.45%,3.45%,0.00%,3.45%,3.45%,0.00%,3.45%,10.34%,3.45%,3.45%,6.90%,3.45%,3.45%,3.45%
24-Aug-19,"1,927",179,40.19%,11.00%,12.92%,12.44%,10.53%,11.96%,9.57%,11.00%,9.09%,11.48%,10.53%,33.49%,11.48%,9.09%,8.13%,7.18%,7.66%,8.13%,7.66%,5.74%,6.70%,5.74%,22.01%,23.44%,19.14%,17.22%,13.88%,14.35%,14.35%,104,1,0.00%,0.00%,0.00%,6.25%,0.00%,0.00%,0.00%,6.25%,6.25%,0.00%,6.25%,12.50%,12.50%,6.25%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.25%,6.25%,6.25%,12.50%,0.00%,0.00%
25-Aug-19,"1,770",193,36.71%,6.96%,6.33%,5.70%,6.96%,5.06%,5.70%,3.80%,5.06%,5.06%,3.80%,25.32%,1.27%,3.80%,2.53%,1.90%,2.53%,0.63%,1.27%,1.90%,1.27%,1.27%,25.95%,18.35%,17.09%,10.76%,10.76%,8.86%,8.23%,96,1,10.00%,0.00%,0.00%,5.00%,5.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,10.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,15.00%,10.00%,10.00%,10.00%,0.00%,5.00%,5.00%
26-Aug-19,"1,674",133,48.28%,15.86%,15.86%,14.48%,12.41%,11.72%,11.03%,9.66%,7.59%,8.28%,8.97%,33.10%,7.59%,6.21%,7.59%,6.21%,7.59%,6.90%,7.59%,8.28%,2.07%,2.07%,33.79%,28.28%,21.38%,21.38%,18.62%,15.17%,19.31%,94,1,13.33%,6.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6.67%,6.67%,0.00%,0.00%,0.00%,0.00%,0.00%,6.67%,0.00%,0.00%,0.00%,6.67%,6.67%,6.67%,6.67%,6.67%,6.67%,6.67%
27-Aug-19,"2,198",122,46.93%,8.19%,7.75%,7.31%,7.02%,5.99%,5.70%,5.56%,5.41%,4.82%,4.82%,30.56%,3.65%,3.65%,3.80%,3.36%,2.78%,2.92%,2.05%,1.75%,2.49%,1.61%,22.08%,17.54%,16.37%,15.35%,12.28%,10.38%,8.33%,269,8,60.23%,8.19%,7.60%,8.19%,6.43%,7.02%,5.85%,4.09%,4.68%,5.26%,3.51%,42.11%,2.92%,2.92%,4.68%,4.68%,2.34%,2.92%,4.09%,2.34%,3.51%,3.51%,36.26%,24.56%,19.88%,18.13%,11.70%,12.28%,6.43%
28-Aug-19,"2,612",136,48.09%,12.36%,12.13%,10.79%,11.57%,10.22%,8.09%,7.42%,7.64%,7.53%,7.75%,32.13%,7.08%,5.73%,6.97%,6.40%,4.83%,5.96%,5.39%,5.51%,5.17%,4.61%,27.64%,22.36%,21.46%,17.98%,15.06%,13.48%,13.48%,386,9,51.06%,12.23%,11.70%,12.77%,10.11%,9.57%,9.57%,10.11%,5.32%,6.38%,6.91%,32.98%,6.38%,6.91%,5.85%,6.91%,4.26%,6.38%,7.98%,5.85%,5.85%,7.45%,22.87%,24.47%,20.74%,17.55%,15.96%,12.77%,12.23%
29-Aug-19,"2,836",125,49.48%,12.92%,11.42%,10.03%,9.69%,10.38%,8.30%,7.38%,6.23%,6.57%,7.27%,32.18%,7.04%,6.11%,6.00%,6.00%,5.19%,4.84%,4.27%,4.15%,3.58%,3.46%,26.53%,23.18%,20.07%,16.72%,13.38%,14.30%,12.34%,329,8,40.00%,20.00%,17.50%,17.50%,12.50%,16.25%,18.75%,13.75%,15.00%,13.75%,12.50%,32.50%,15.00%,15.00%,12.50%,8.75%,10.00%,11.25%,11.25%,10.00%,12.50%,11.25%,30.00%,28.75%,25.00%,25.00%,21.25%,25.00%,21.25%
30-Aug-19,"3,000",143,45.98%,9.93%,9.71%,8.71%,8.26%,9.04%,8.04%,6.92%,7.14%,6.70%,5.47%,33.15%,5.69%,4.58%,4.02%,3.91%,3.91%,3.68%,3.57%,3.68%,3.91%,3.35%,28.13%,23.33%,17.97%,14.29%,12.95%,10.94%,11.27%,260,20,37.93%,17.24%,13.79%,10.34%,13.79%,10.34%,10.34%,13.79%,17.24%,3.45%,10.34%,31.03%,3.45%,6.90%,3.45%,6.90%,3.45%,10.34%,10.34%,6.90%,10.34%,10.34%,24.14%,27.59%,17.24%,17.24%,27.59%,13.79%,13.79%
31-Aug-19,"3,095",137,49.15%,8.97%,9.29%,8.97%,8.23%,8.33%,7.69%,6.94%,7.48%,5.88%,5.88%,30.34%,5.45%,4.91%,4.81%,3.95%,4.70%,3.53%,3.74%,3.42%,2.99%,2.99%,22.97%,20.41%,15.81%,16.77%,16.35%,12.71%,11.22%,212,10,41.18%,11.76%,5.88%,5.88%,5.88%,5.88%,5.88%,0.00%,0.00%,0.00%,0.00%,23.53%,0.00%,0.00%,0.00%,5.88%,5.88%,5.88%,5.88%,5.88%,5.88%,5.88%,5.88%,23.53%,5.88%,11.76%,5.88%,11.76%,11.76%
01-Sep-19,"3,412",170,45.95%,10.87%,10.05%,9.74%,7.49%,8.62%,7.38%,7.08%,6.56%,5.74%,5.54%,30.05%,5.85%,5.44%,4.92%,5.03%,4.82%,4.82%,4.21%,4.41%,5.03%,4.41%,22.77%,17.23%,17.85%,15.28%,14.26%,11.90%,11.18%,202,12,30.00%,15.00%,10.00%,10.00%,5.00%,15.00%,15.00%,10.00%,10.00%,15.00%,15.00%,35.00%,10.00%,15.00%,25.00%,20.00%,15.00%,15.00%,20.00%,10.00%,10.00%,15.00%,20.00%,15.00%,15.00%,5.00%,5.00%,15.00%,10.00%
02-Sep-19,"2,865",168,38.68%,9.75%,7.86%,6.92%,5.97%,5.03%,6.29%,5.03%,4.40%,4.40%,3.77%,25.79%,4.40%,4.40%,5.97%,4.72%,3.46%,3.46%,2.83%,3.46%,2.83%,2.52%,17.92%,16.04%,12.58%,11.01%,11.95%,11.64%,9.12%,199,7,42.11%,10.53%,0.00%,10.53%,5.26%,15.79%,0.00%,5.26%,0.00%,0.00%,5.26%,21.05%,0.00%,10.53%,5.26%,5.26%,0.00%,0.00%,5.26%,5.26%,0.00%,0.00%,15.79%,15.79%,10.53%,15.79%,5.26%,15.79%,5.26%
03-Sep-19,"2,520",149,43.78%,9.64%,8.43%,7.63%,9.24%,7.63%,6.83%,6.02%,4.42%,4.82%,3.61%,29.72%,5.22%,4.02%,4.02%,4.42%,4.42%,4.02%,2.81%,2.81%,3.21%,2.41%,25.30%,18.88%,16.06%,15.66%,12.45%,10.44%,10.44%,184,11,29.41%,5.88%,5.88%,5.88%,5.88%,5.88%,5.88%,5.88%,5.88%,5.88%,5.88%,11.76%,5.88%,5.88%,5.88%,0.00%,0.00%,0.00%,0.00%,0.00%,5.88%,5.88%,17.65%,23.53%,11.76%,5.88%,5.88%,5.88%,11.76%
04-Sep-19,"2,248",160,35.00%,10.00%,8.75%,8.13%,7.50%,5.00%,5.63%,5.00%,2.50%,3.13%,5.63%,30.00%,4.38%,4.38%,3.75%,3.13%,4.38%,2.50%,3.75%,3.13%,1.88%,1.88%,20.63%,21.88%,16.25%,15.00%,11.25%,13.13%,10.63%,164,7,5.26%,5.26%,5.26%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.26%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10.53%,5.26%,0.00%,0.00%,0.00%,0.00%
05-Sep-19,"1,904",156,49.17%,11.67%,11.67%,12.50%,13.33%,10.83%,10.00%,10.00%,11.67%,9.17%,11.67%,35.00%,8.33%,4.17%,6.67%,5.00%,3.33%,5.83%,3.33%,3.33%,4.17%,3.33%,28.33%,27.50%,23.33%,20.83%,21.67%,13.33%,16.67%,127,11,57.14%,0.00%,14.29%,14.29%,0.00%,0.00%,0.00%,0.00%,0.00%,14.29%,0.00%,14.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,28.57%,42.86%,14.29%,28.57%,0.00%,14.29%,14.29%
06-Sep-19,"2,027",135,36.92%,7.69%,6.15%,8.46%,7.69%,6.92%,4.62%,3.85%,4.62%,4.62%,3.08%,25.38%,3.85%,5.38%,3.85%,3.08%,5.38%,3.08%,4.62%,1.54%,4.62%,2.31%,23.85%,22.31%,13.08%,14.62%,10.77%,10.77%,8.46%,160,9,18.75%,6.25%,12.50%,12.50%,12.50%,12.50%,12.50%,12.50%,6.25%,6.25%,6.25%,12.50%,6.25%,6.25%,12.50%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,6.25%,12.50%,12.50%,6.25%,6.25%,12.50%,6.25%,6.25%
07-Sep-19,"1,906",150,40.35%,11.40%,10.53%,8.77%,8.77%,7.02%,9.65%,8.77%,8.77%,7.02%,8.77%,25.44%,7.02%,5.26%,6.14%,4.39%,3.51%,1.75%,4.39%,5.26%,2.63%,5.26%,19.30%,20.18%,12.28%,15.79%,12.28%,10.53%,13.16%,134,7,50.00%,18.75%,12.50%,12.50%,25.00%,18.75%,18.75%,12.50%,18.75%,12.50%,12.50%,37.50%,18.75%,6.25%,0.00%,6.25%,6.25%,12.50%,6.25%,6.25%,6.25%,6.25%,37.50%,12.50%,31.25%,25.00%,18.75%,18.75%,12.50%
08-Sep-19,"1,896",126,45.89%,10.27%,9.59%,8.22%,8.22%,7.53%,10.27%,8.90%,10.27%,8.90%,6.16%,30.14%,6.85%,7.53%,6.16%,5.48%,5.48%,6.16%,5.48%,4.11%,5.48%,5.48%,26.03%,23.29%,18.49%,15.75%,13.01%,11.64%,10.27%,144,10,15.38%,7.69%,7.69%,7.69%,7.69%,7.69%,0.00%,15.38%,7.69%,15.38%,7.69%,23.08%,7.69%,7.69%,7.69%,0.00%,7.69%,7.69%,7.69%,0.00%,7.69%,15.38%,23.08%,15.38%,0.00%,0.00%,7.69%,7.69%,0.00%
09-Sep-19,"1,825",135,42.59%,8.64%,5.56%,4.94%,5.56%,8.64%,6.17%,3.70%,3.70%,5.56%,3.70%,29.01%,5.56%,5.56%,4.32%,3.70%,5.56%,3.09%,3.70%,2.47%,2.47%,0.62%,21.60%,19.14%,16.67%,14.81%,12.35%,9.26%,11.11%,151,12,25.00%,10.00%,15.00%,10.00%,10.00%,10.00%,15.00%,15.00%,5.00%,0.00%,0.00%,20.00%,5.00%,0.00%,0.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.00%,15.00%,5.00%,5.00%,10.00%,15.00%,20.00%
10-Sep-19,"1,727",156,44.27%,10.69%,6.11%,8.40%,9.16%,9.92%,9.92%,5.34%,7.63%,3.82%,5.34%,29.77%,8.40%,4.58%,5.34%,6.11%,4.58%,3.05%,4.58%,3.82%,3.82%,2.29%,21.37%,16.79%,14.50%,14.50%,16.03%,10.69%,9.16%,151,18,11.11%,0.00%,5.56%,5.56%,5.56%,11.11%,0.00%,0.00%,0.00%,5.56%,0.00%,5.56%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5.56%,5.56%,11.11%,5.56%,5.56%,5.56%,11.11%,0.00%
11-Sep-19,"1,708",122,37.07%,7.76%,6.03%,4.31%,4.31%,4.31%,6.03%,4.31%,4.31%,5.17%,6.03%,31.03%,4.31%,5.17%,3.45%,3.45%,5.17%,2.59%,3.45%,3.45%,0.86%,0.00%,26.72%,24.14%,18.97%,14.66%,14.66%,12.07%,8.62%,157,28,40.54%,8.11%,10.81%,5.41%,8.11%,5.41%,2.70%,5.41%,5.41%,10.81%,8.11%,16.22%,8.11%,13.51%,5.41%,2.70%,5.41%,5.41%,8.11%,5.41%,5.41%,2.70%,21.62%,10.81%,10.81%,13.51%,10.81%,10.81%,10.81%
12-Sep-19,"1,631",129,43.06%,5.56%,5.56%,5.56%,6.25%,6.94%,4.86%,6.25%,6.94%,4.17%,3.47%,25.00%,4.17%,2.78%,4.86%,2.78%,4.17%,2.78%,5.56%,4.17%,2.08%,3.47%,25.69%,20.14%,14.58%,9.72%,13.19%,8.33%,6.25%,293,18,56.17%,11.11%,10.49%,12.35%,11.11%,10.49%,8.64%,6.17%,7.41%,7.41%,6.17%,33.33%,6.79%,3.09%,4.32%,3.70%,4.32%,3.70%,4.32%,4.32%,3.70%,3.09%,28.40%,21.60%,17.28%,19.14%,14.81%,14.81%,11.11%
13-Sep-19,"1,676",219,41.10%,11.66%,9.82%,7.98%,9.20%,7.98%,6.75%,4.91%,5.52%,4.91%,4.91%,29.45%,6.13%,4.91%,3.68%,4.29%,5.52%,4.91%,3.68%,3.68%,4.91%,2.45%,21.47%,23.31%,20.25%,18.40%,14.72%,12.88%,11.04%,303,35,44.33%,10.31%,11.34%,14.43%,11.34%,6.19%,5.15%,8.25%,7.22%,7.22%,5.15%,34.02%,5.15%,7.22%,5.15%,5.15%,7.22%,6.19%,7.22%,5.15%,4.12%,4.12%,30.93%,23.71%,21.65%,18.56%,13.40%,15.46%,12.37%
14-Sep-19,"1,600",158,41.62%,13.20%,10.15%,11.68%,9.64%,7.61%,5.58%,6.09%,6.09%,7.61%,7.61%,30.46%,5.08%,4.57%,6.09%,4.06%,3.05%,5.58%,4.57%,3.55%,3.55%,2.54%,23.35%,19.29%,15.74%,14.21%,14.21%,11.17%,12.18%,256,19,35.42%,10.42%,12.50%,10.42%,10.42%,6.25%,10.42%,12.50%,12.50%,6.25%,8.33%,27.08%,6.25%,6.25%,8.33%,10.42%,6.25%,6.25%,8.33%,6.25%,12.50%,10.42%,31.25%,29.17%,16.67%,14.58%,16.67%,14.58%,8.33%
15-Sep-19,"1,611",148,40.20%,8.54%,9.55%,9.55%,8.54%,8.54%,7.04%,7.54%,9.05%,11.06%,8.04%,24.62%,6.03%,7.04%,6.03%,6.03%,5.03%,4.02%,4.52%,3.52%,5.03%,2.51%,23.12%,21.11%,19.60%,16.08%,13.57%,11.06%,11.56%,258,32,44.00%,16.00%,14.00%,14.00%,14.00%,8.00%,6.00%,12.00%,2.00%,12.00%,10.00%,28.00%,10.00%,10.00%,8.00%,10.00%,10.00%,4.00%,8.00%,2.00%,8.00%,4.00%,18.00%,26.00%,22.00%,20.00%,20.00%,14.00%,10.00%
16-Sep-19,"1,592",161,48.63%,9.84%,10.93%,6.01%,7.65%,9.29%,7.65%,7.10%,6.01%,5.46%,7.65%,32.24%,4.37%,5.46%,4.92%,6.56%,4.37%,2.73%,3.83%,3.83%,3.83%,3.83%,27.32%,24.04%,16.39%,14.75%,13.11%,11.48%,8.74%,241,27,34.15%,4.88%,4.88%,4.88%,2.44%,7.32%,7.32%,7.32%,4.88%,4.88%,9.76%,19.51%,4.88%,7.32%,4.88%,4.88%,4.88%,9.76%,4.88%,4.88%,12.20%,7.32%,24.39%,21.95%,21.95%,12.20%,17.07%,14.63%,14.63%
17-Sep-19,"1,567",148,46.00%,7.33%,12.00%,7.33%,10.00%,8.00%,6.67%,11.33%,5.33%,6.00%,7.33%,32.67%,4.67%,4.00%,4.00%,6.67%,4.67%,3.33%,3.33%,1.33%,3.33%,2.00%,27.33%,22.00%,16.00%,12.67%,15.33%,12.00%,9.33%,220,35,37.50%,6.25%,9.38%,12.50%,9.38%,9.38%,6.25%,6.25%,0.00%,6.25%,6.25%,34.38%,9.38%,6.25%,6.25%,6.25%,3.13%,3.13%,6.25%,0.00%,0.00%,0.00%,21.88%,21.88%,18.75%,9.38%,9.38%,6.25%,12.50%
18-Sep-19,"1,514",106,43.17%,9.35%,10.79%,10.79%,7.91%,10.07%,7.19%,7.91%,8.63%,5.04%,7.19%,25.18%,5.76%,7.19%,5.76%,5.04%,5.76%,6.47%,5.76%,5.76%,4.32%,3.60%,20.14%,17.99%,15.83%,14.39%,15.11%,12.95%,14.39%,220,23,22.73%,4.55%,4.55%,4.55%,4.55%,4.55%,0.00%,0.00%,9.09%,4.55%,4.55%,18.18%,4.55%,9.09%,4.55%,4.55%,4.55%,0.00%,4.55%,4.55%,4.55%,4.55%,13.64%,13.64%,4.55%,13.64%,4.55%,9.09%,4.55%
19-Sep-19,"2,022",92,46.12%,8.52%,9.74%,8.98%,7.61%,7.61%,6.85%,8.07%,6.09%,6.24%,6.09%,25.11%,4.57%,3.81%,5.63%,5.02%,3.50%,3.50%,3.50%,3.50%,2.59%,3.96%,23.74%,18.57%,15.22%,12.79%,13.39%,11.57%,9.28%,185,24,33.33%,11.11%,22.22%,11.11%,0.00%,22.22%,11.11%,11.11%,0.00%,11.11%,11.11%,33.33%,11.11%,11.11%,0.00%,11.11%,0.00%,0.00%,22.22%,11.11%,0.00%,22.22%,22.22%,22.22%,0.00%,22.22%,11.11%,11.11%,11.11%
20-Sep-19,"2,195",172,46.25%,13.21%,13.96%,12.91%,10.81%,10.66%,9.76%,8.41%,8.41%,8.11%,8.56%,33.03%,7.06%,7.81%,6.76%,5.41%,5.41%,5.11%,4.35%,4.80%,4.65%,2.40%,24.92%,21.17%,18.17%,19.52%,17.27%,15.17%,15.32%,180,9,16.67%,0.00%,8.33%,0.00%,0.00%,8.33%,0.00%,8.33%,0.00%,0.00%,0.00%,8.33%,0.00%,0.00%,0.00%,0.00%,0.00%,8.33%,0.00%,0.00%,0.00%,0.00%,0.00%,16.67%,0.00%,0.00%,8.33%,0.00%,0.00%
21-Sep-19,"2,412",149,44.15%,11.10%,10.14%,9.31%,8.00%,7.88%,7.52%,6.56%,6.21%,5.01%,5.01%,30.19%,5.13%,5.13%,4.42%,3.94%,4.30%,5.01%,4.06%,4.42%,3.82%,3.82%,24.58%,19.93%,16.23%,17.42%,17.18%,15.16%,12.77%,166,29,36.36%,18.18%,18.18%,18.18%,18.18%,18.18%,18.18%,18.18%,18.18%,9.09%,9.09%,27.27%,18.18%,18.18%,18.18%,9.09%,18.18%,18.18%,18.18%,18.18%,18.18%,9.09%,27.27%,27.27%,18.18%,18.18%,18.18%,18.18%,18.18%
22-Sep-19,"2,852",186,40.61%,10.20%,9.19%,7.88%,7.58%,7.98%,7.07%,5.35%,5.76%,5.35%,4.95%,25.35%,4.65%,5.05%,4.85%,3.84%,4.14%,4.04%,4.14%,3.03%,3.74%,3.13%,21.41%,17.98%,13.94%,13.13%,13.33%,11.01%,11.21%,181,35,16.67%,11.11%,11.11%,5.56%,11.11%,5.56%,5.56%,5.56%,11.11%,5.56%,16.67%,16.67%,5.56%,5.56%,5.56%,5.56%,5.56%,5.56%,5.56%,5.56%,5.56%,5.56%,16.67%,11.11%,11.11%,11.11%,11.11%,5.56%,5.56%
23-Sep-19,"2,705",181,42.40%,11.33%,9.39%,8.29%,8.56%,9.12%,7.32%,7.87%,7.18%,6.63%,6.22%,27.90%,5.11%,5.66%,5.52%,5.25%,5.39%,5.39%,4.42%,4.28%,4.70%,3.87%,23.34%,18.37%,15.47%,14.23%,13.54%,12.85%,11.19%,319,13,53.18%,10.98%,9.83%,10.40%,9.25%,7.51%,9.25%,7.51%,3.47%,5.20%,4.62%,33.53%,4.05%,4.05%,4.05%,3.47%,2.89%,2.31%,1.73%,2.89%,1.73%,4.05%,22.54%,17.34%,16.18%,11.56%,15.61%,10.98%,8.67%
24-Sep-19,"2,629",155,42.11%,8.83%,9.46%,9.62%,8.68%,6.78%,6.94%,6.47%,5.52%,5.36%,5.99%,31.86%,5.99%,5.05%,4.26%,4.26%,4.42%,3.63%,4.26%,4.89%,4.10%,4.10%,22.71%,22.08%,18.14%,17.03%,14.20%,12.15%,13.41%,449,33,45.96%,14.14%,15.15%,13.13%,12.63%,12.12%,9.09%,11.11%,8.08%,11.11%,7.58%,31.82%,9.09%,8.08%,6.57%,5.56%,7.58%,6.06%,4.55%,5.05%,3.54%,4.55%,24.24%,17.17%,22.22%,18.18%,17.68%,16.67%,15.15%
25-Sep-19,"2,524",136,44.60%,10.80%,9.73%,9.73%,9.91%,9.20%,7.79%,7.79%,8.14%,7.08%,7.08%,29.38%,6.73%,5.31%,6.02%,6.02%,5.49%,5.13%,4.60%,4.96%,4.78%,2.30%,23.36%,17.88%,20.00%,16.28%,13.45%,13.98%,12.57%,478,26,54.39%,13.45%,14.62%,14.04%,14.62%,11.11%,9.36%,9.94%,9.94%,6.43%,6.43%,38.60%,4.68%,6.43%,5.26%,5.85%,4.68%,5.85%,5.26%,5.85%,5.26%,2.92%,28.65%,24.56%,22.22%,21.64%,18.71%,15.79%,16.96%
